age,income,loan_amount,credit_score,employment_status,loan_term,existing_debts,default
27,55354.66,18800.34,812,Self-Employed,36,4721.6,0
65,88952.0,16939.75,614,Unemployed,48,18821.23,1
50,53739.49,45582.55,626,Employed,60,3413.39,0
29,58684.53,5887.84,624,Part-Time,48,13105.63,0
41,63861.25,16874.11,632,Employed,48,24692.38,0
62,102096.13,5186.41,679,Employed,36,19710.05,0
38,22753.68,14509.93,565,Part-Time,60,15565.55,1
29,37108.41,14876.16,778,Self-Employed,24,13748.2,0
60,21317.37,25603.92,667,Employed,48,11105.6,1
63,42812.45,13953.0,850,Employed,36,5690.55,0
64,49710.0,16278.12,574,Part-Time,24,10223.18,0
64,29637.97,14127.14,823,Employed,48,16024.13,0
60,51646.31,5390.53,805,Employed,48,14728.0,0
41,19632.14,12131.08,643,Employed,60,17521.06,1
29,44550.28,14562.57,644,Employed,60,20537.7,0
48,100010.51,18664.43,597,Part-Time,48,10890.8,0
30,80089.7,23030.53,598,Employed,36,13342.96,0
42,74686.69,15888.63,680,Employed,60,0.0,0
50,44930.54,15730.41,682,Self-Employed,24,27793.38,0
63,31597.88,2512.68,536,Employed,12,9103.06,0
34,41521.1,22857.61,850,Self-Employed,36,16561.85,0
32,68919.75,11736.92,657,Employed,36,9098.31,0
54,91704.42,24724.11,686,Part-Time,48,8935.78,0
21,92559.19,29847.96,624,Part-Time,48,10340.99,0
46,85765.31,16308.76,656,Part-Time,12,3284.17,0
54,51561.08,8790.2,648,Employed,48,0.0,0
45,70613.75,17849.71,680,Part-Time,36,20117.83,0
38,61966.44,21138.32,679,Self-Employed,60,15819.92,0
58,64970.26,15160.32,752,Employed,36,5589.02,0
37,120928.2,12923.65,700,Employed,36,15163.37,0
52,25949.99,23071.79,743,Employed,48,17767.54,1
41,64133.08,22478.2,679,Employed,36,7148.86,0
22,100293.72,14883.39,701,Employed,24,14882.94,0
44,33352.71,3113.4,658,Part-Time,12,19047.62,0
23,53906.31,22107.4,770,Unemployed,24,1931.53,1
62,56774.04,11094.06,709,Employed,36,15733.88,0
48,64417.76,19929.07,666,Unemployed,36,14550.71,1
37,30101.07,19360.42,663,Self-Employed,36,25163.15,1
42,84882.15,2000.0,670,Employed,48,15899.25,0
48,86657.18,18729.74,683,Unemployed,12,9123.83,0
32,82709.38,22630.79,675,Self-Employed,24,9933.68,0
33,48240.66,23734.37,630,Self-Employed,48,26163.76,1
39,72162.77,19056.29,749,Employed,48,9516.05,0
32,47513.99,2000.0,755,Employed,48,16103.02,0
55,61685.08,29493.73,841,Part-Time,48,10331.34,0
25,123836.7,21699.2,626,Employed,60,19568.83,0
58,72392.38,7170.13,740,Employed,60,19914.69,0
36,40311.84,10910.13,508,Employed,36,11841.33,0
46,74508.38,20081.02,755,Employed,36,9152.67,0
28,36205.1,24118.06,549,Employed,12,8985.74,1
38,40024.74,13608.33,591,Unemployed,36,0.0,1
54,43971.92,25429.73,710,Employed,36,12703.91,0
33,58892.26,2000.0,624,Part-Time,24,12562.77,0
26,93424.22,8617.87,612,Self-Employed,24,6287.08,0
44,84459.95,2000.0,636,Employed,60,0.0,0
28,83074.88,9923.35,746,Employed,12,13444.0,0
35,42526.89,31572.69,596,Employed,48,14328.36,0
41,56467.14,36520.22,675,Part-Time,60,14762.52,1
46,76800.03,20111.31,646,Part-Time,48,5070.43,0
49,54292.0,12254.14,754,Employed,12,14777.41,0
51,63040.84,16005.24,756,Part-Time,48,10749.92,0
58,81033.97,22260.06,515,Part-Time,48,18051.42,0
23,61280.68,3933.17,774,Employed,24,5176.25,0
37,75651.49,12847.51,625,Self-Employed,36,20051.42,0
21,109818.21,30914.04,701,Part-Time,24,22569.9,0
21,65703.53,8588.61,595,Part-Time,48,12812.55,0
30,99483.45,11258.78,713,Employed,60,14825.72,0
47,83984.25,18118.74,850,Employed,36,17487.25,0
61,33318.95,20548.28,691,Employed,60,4820.09,0
55,42446.57,12374.96,639,Employed,36,8596.15,0
50,49160.1,18692.68,659,Employed,60,13289.57,0
56,48629.13,23471.46,548,Self-Employed,48,26188.26,1
28,67742.76,35653.07,810,Employed,12,3627.26,0
58,85366.1,16863.8,708,Employed,60,23464.07,0
61,101378.96,17628.32,586,Self-Employed,60,10647.42,0
25,77704.38,31747.07,589,Employed,36,11758.94,0
42,58858.01,13057.51,681,Employed,48,20526.31,0
58,18000.0,6080.82,764,Part-Time,24,26150.15,1
42,71764.74,20252.24,576,Part-Time,12,14959.92,1
58,70644.25,27685.58,780,Employed,24,20153.23,0
63,74573.22,21249.42,672,Part-Time,36,5557.85,0
42,122656.01,17126.86,596,Part-Time,12,8293.72,0
23,101014.91,4964.46,638,Self-Employed,24,2532.87,0
36,89626.52,17474.68,837,Unemployed,60,8390.88,0
30,45948.07,29098.39,555,Employed,36,15956.64,0
42,57175.13,6892.95,614,Employed,48,13485.02,0
47,67628.88,15797.28,766,Part-Time,24,24089.72,0
41,50614.82,14512.64,699,Employed,12,26382.98,0
29,82511.61,11720.66,609,Employed,48,11044.47,0
34,78922.72,20231.31,767,Employed,36,7242.21,0
51,42792.31,21989.75,771,Employed,36,20120.25,0
22,99920.42,21895.44,710,Employed,60,20849.57,0
30,72557.76,9208.71,625,Employed,36,15088.74,0
61,26773.22,3186.15,639,Unemployed,36,16938.93,1
25,68716.43,20361.5,706,Employed,36,15844.07,0
39,77030.16,13446.73,562,Part-Time,12,5078.7,0
30,94319.81,34544.81,800,Employed,48,3470.0,0
25,61563.09,34960.59,833,Employed,36,11643.69,0
40,90698.46,35916.21,659,Part-Time,24,10593.59,0
44,74678.55,9539.0,712,Employed,36,13938.61,0
28,37123.63,23124.32,787,Employed,36,11081.43,0
24,34620.83,25838.57,850,Part-Time,36,77.15,0
27,98064.0,24825.19,820,Employed,60,0.0,0
50,99899.6,14810.42,524,Employed,48,17162.01,0
59,78072.73,29512.48,652,Unemployed,36,7360.47,1
29,107392.67,18004.27,725,Employed,60,10375.13,0
35,96415.25,19152.96,636,Self-Employed,48,8094.18,0
36,87090.72,4159.5,840,Employed,12,5608.66,0
37,47217.21,23802.88,827,Employed,24,5421.04,0
31,113285.72,15656.29,607,Employed,24,19138.85,0
23,83407.54,22183.01,665,Self-Employed,12,10325.95,0
44,60354.03,20116.02,613,Employed,36,16443.35,0
37,53293.25,19628.43,662,Part-Time,36,17383.59,0
36,76419.59,17588.58,660,Part-Time,60,14215.95,0
32,28223.52,25079.4,766,Self-Employed,36,17614.3,1
62,87491.83,16209.97,600,Employed,24,12100.16,0
48,46160.73,4903.22,444,Self-Employed,60,21546.71,1
39,79265.2,23120.6,536,Self-Employed,36,17763.91,0
30,56959.49,10718.95,587,Employed,12,18695.1,0
57,63389.53,6081.64,621,Part-Time,12,5430.38,0
60,51077.25,8799.81,697,Employed,48,13842.71,0
22,65969.26,20549.99,583,Unemployed,36,0.0,1
62,117234.49,17131.33,571,Unemployed,36,21807.16,1
52,104626.49,2000.0,596,Employed,48,7636.71,0
25,78861.97,14547.1,580,Employed,48,8607.09,0
54,69367.64,28523.08,630,Employed,60,2428.46,0
25,91105.03,13938.34,626,Employed,48,11746.1,0
23,98249.26,16510.71,742,Part-Time,48,10122.23,0
26,49254.54,27386.92,591,Employed,24,24758.88,0
41,68064.03,25159.4,648,Self-Employed,36,18014.65,0
48,24451.04,27195.76,631,Unemployed,36,8397.44,1
39,98077.55,2000.0,753,Unemployed,36,336.37,0
26,121625.61,33601.71,666,Employed,36,0.0,0
29,72002.07,23727.6,775,Unemployed,36,4816.23,0
59,18000.0,40153.29,576,Employed,36,2681.48,1
64,85222.26,10959.07,676,Employed,36,14440.29,0
54,47397.77,2128.94,628,Employed,36,10985.37,0
25,53416.26,18064.97,570,Self-Employed,60,12121.28,0
57,85664.41,15521.65,674,Employed,36,5357.55,0
52,76363.85,23882.98,836,Employed,48,13064.23,0
44,57797.28,27674.36,603,Employed,36,2057.15,0
27,53759.86,17214.35,669,Part-Time,36,11381.9,0
65,73145.9,15833.63,562,Self-Employed,48,17811.73,0
40,59763.36,22704.48,549,Self-Employed,60,9441.97,0
22,42269.07,15693.04,609,Self-Employed,48,15105.51,0
30,61685.92,14940.16,640,Employed,60,0.0,0
39,78489.82,27334.21,643,Employed,36,0.0,0
23,65547.41,29338.0,660,Employed,60,14290.81,0
35,34662.29,27755.7,532,Employed,60,19329.13,1
42,94726.62,16485.93,624,Unemployed,48,10332.36,1
63,18000.0,2000.0,725,Employed,48,27016.46,1
24,58840.87,16666.15,558,Self-Employed,48,1896.21,0
46,54495.04,11178.18,648,Part-Time,36,7240.11,0
62,73704.47,16832.47,706,Part-Time,36,12980.64,0
57,84041.55,11960.18,610,Employed,36,15250.62,0
62,98169.12,17813.34,711,Unemployed,48,7912.68,0
28,52189.88,8646.52,543,Self-Employed,36,4585.15,0
57,84664.56,6473.54,760,Employed,48,16341.84,0
65,74895.46,29004.22,713,Part-Time,36,12932.68,0
35,27211.52,9273.08,685,Employed,36,9587.65,0
43,117513.51,18002.98,781,Part-Time,24,15491.7,0
44,34030.62,26590.63,650,Self-Employed,24,11045.57,1
43,80487.43,26228.74,624,Part-Time,36,11021.8,0
34,79749.0,25153.63,804,Part-Time,36,10763.96,0
64,76890.92,20725.8,846,Self-Employed,12,6252.6,0
64,57635.58,24516.03,618,Employed,36,5540.8,0
38,90681.32,30357.79,670,Employed,36,8320.08,0
57,30990.81,21825.2,774,Part-Time,24,12224.5,1
38,68354.28,2000.0,673,Self-Employed,24,0.0,0
56,55903.13,13243.2,734,Part-Time,48,18613.21,0
47,53067.55,24267.33,750,Employed,48,12129.09,0
42,80718.69,12356.14,629,Employed,60,4544.37,0
26,96936.96,32580.96,718,Part-Time,24,23316.17,0
50,61418.61,17431.38,679,Part-Time,36,12292.55,0
35,89517.03,18767.24,570,Employed,12,2653.96,0
30,71243.52,28122.7,591,Employed,36,23002.05,0
29,47681.69,16354.35,621,Part-Time,12,21484.08,1
65,63551.2,19586.49,764,Part-Time,24,5638.53,0
25,62512.85,26092.11,767,Employed,36,9739.14,0
56,52583.5,4749.56,747,Employed,36,8796.89,0
59,80712.07,15432.32,720,Employed,36,0.0,0
22,75866.15,25462.38,717,Employed,36,14272.81,0
47,30233.76,18590.4,705,Employed,48,17916.02,0
46,28711.85,31206.0,717,Employed,36,16598.22,1
37,80617.11,3816.69,723,Part-Time,24,12229.28,0
51,49617.84,2789.98,554,Employed,36,18595.11,0
39,77551.03,24927.18,609,Part-Time,12,4052.58,0
40,89523.29,25792.26,587,Employed,12,24727.97,0
40,38226.18,16260.75,780,Employed,36,6595.43,0
57,34711.57,21603.55,829,Employed,24,7372.95,0
49,111860.79,24706.86,485,Employed,12,7973.49,0
38,78789.27,10675.23,821,Self-Employed,48,7462.97,0
62,59518.98,11638.36,688,Part-Time,48,10650.93,0
57,46651.49,19707.54,771,Part-Time,24,10379.89,0
62,57238.98,26136.8,726,Part-Time,36,12907.48,0
53,40235.69,7506.39,810,Part-Time,60,6269.12,0
38,92085.3,16218.47,699,Part-Time,24,13166.23,0
55,50581.22,15801.87,557,Self-Employed,48,4367.01,0
35,97338.36,21761.63,670,Self-Employed,24,17127.32,0
33,59984.28,17921.71,726,Employed,60,17040.49,0
41,43916.25,13087.05,661,Employed,12,11959.49,0
64,59342.46,29237.09,739,Self-Employed,24,7452.12,0
46,18000.0,13146.68,674,Self-Employed,60,14177.93,1
38,66980.79,15371.13,626,Employed,48,5786.47,0
41,65747.02,3676.52,582,Unemployed,24,12241.78,0
34,90618.57,11577.37,645,Employed,48,10937.29,0
50,22842.38,22644.68,698,Self-Employed,60,30409.36,1
36,99046.66,20885.42,504,Unemployed,36,3410.63,1
45,90514.98,23395.65,610,Employed,24,0.0,0
37,101301.09,22958.84,500,Part-Time,24,7536.94,1
35,68681.97,36789.43,624,Part-Time,60,0.0,0
64,95347.42,11269.27,788,Self-Employed,24,6913.14,0
36,33218.9,3425.19,573,Unemployed,36,2916.77,1
24,87826.19,8545.02,743,Self-Employed,24,5668.5,0
38,50720.93,11667.13,850,Employed,24,4545.63,0
44,28714.95,9231.06,811,Self-Employed,36,18740.66,0
25,41896.49,18842.95,692,Employed,36,11660.29,0
34,70138.28,29273.89,757,Employed,12,19528.17,0
28,49392.52,31856.93,557,Employed,24,12283.37,0
43,79401.84,22538.78,538,Employed,12,18500.13,0
53,24794.06,37271.45,683,Part-Time,12,9884.98,1
64,18000.0,14792.64,716,Unemployed,24,23161.86,1
38,104309.69,3307.33,778,Unemployed,48,15296.78,0
59,92595.0,27478.6,629,Employed,12,6541.25,0
30,43767.58,2000.0,697,Self-Employed,36,16334.05,0
56,69925.01,11204.97,694,Self-Employed,36,12189.69,0
46,95487.68,22681.01,668,Employed,48,10582.45,0
55,80480.02,17078.57,673,Self-Employed,48,12672.15,0
54,73705.58,16281.43,603,Employed,60,17258.75,0
44,97378.85,7372.89,705,Unemployed,24,0.0,0
32,51732.19,17902.78,698,Employed,12,9543.42,0
44,70779.46,27032.96,640,Part-Time,12,16778.7,0
58,69553.78,18179.71,740,Part-Time,12,13737.59,0
64,63180.95,10527.97,773,Self-Employed,60,4115.33,0
62,60254.86,6772.15,741,Employed,36,0.0,0
29,71821.71,10713.65,586,Employed,48,23906.49,0
47,70860.19,21531.0,689,Unemployed,60,10690.43,1
25,43789.31,21092.42,598,Employed,48,22598.35,0
51,90044.9,10795.44,689,Employed,36,17564.74,0
65,45590.37,2000.0,598,Unemployed,60,6444.71,1
23,64544.16,21780.11,795,Part-Time,36,0.0,0
50,62617.99,9920.63,750,Self-Employed,24,8764.95,0
63,78952.59,24201.56,784,Employed,36,11739.3,0
59,18000.0,11195.01,775,Employed,60,15154.62,1
38,92272.75,9108.9,656,Part-Time,48,4223.85,0
25,53075.24,19378.55,642,Employed,36,13246.05,0
62,100499.08,39219.29,837,Employed,60,13243.49,0
62,58045.88,24741.27,665,Employed,36,18901.67,0
47,68778.91,19225.97,558,Self-Employed,48,9852.35,0
65,117844.65,21229.66,771,Employed,36,15099.32,0
21,63066.54,2239.96,693,Part-Time,24,14019.06,0
48,100971.25,7898.94,816,Employed,36,18129.11,0
22,70976.13,2000.0,702,Employed,60,6260.63,0
63,80385.47,33568.87,678,Unemployed,60,0.0,1
51,71748.96,31746.47,817,Unemployed,24,10341.96,1
62,91196.29,21535.37,542,Self-Employed,24,10383.24,0
46,52861.71,19216.04,627,Part-Time,12,3897.37,0
24,45398.79,4035.69,600,Employed,48,1443.58,0
22,54035.6,16026.3,482,Employed,36,7977.09,0
36,72492.76,34131.53,759,Employed,36,11195.86,0
54,64479.53,19182.74,630,Employed,12,12668.0,0
27,87756.87,12918.18,761,Part-Time,12,0.0,0
59,102618.29,2177.36,715,Part-Time,60,0.0,0
31,45604.04,30422.75,735,Employed,36,19906.89,1
43,51651.28,17369.25,639,Employed,24,10672.74,0
30,34094.01,2189.4,611,Unemployed,24,11982.96,1
41,120759.32,9681.61,688,Self-Employed,24,2667.2,0
41,77616.74,6502.16,763,Employed,12,11969.17,0
21,81995.06,16814.31,675,Employed,12,9370.3,0
46,36494.79,19866.05,617,Employed,48,7670.27,0
56,69970.75,13471.05,572,Employed,24,1767.16,0
63,82731.2,24993.42,698,Employed,36,5920.59,0
35,63681.06,18709.22,630,Employed,36,25804.12,0
60,96892.64,27560.81,674,Employed,36,9553.71,0
60,127795.78,14785.25,659,Employed,36,17527.34,0
65,46323.43,45407.93,640,Employed,60,10625.22,0
37,44447.82,12919.6,706,Employed,24,9815.19,0
59,48056.1,9870.03,730,Employed,48,7547.98,0
46,110154.98,8763.3,850,Part-Time,24,21419.42,0
23,96058.88,16101.53,748,Part-Time,24,14611.5,0
33,66611.8,2524.18,823,Employed,12,6472.74,0
51,70913.99,20651.07,606,Employed,48,9241.23,0
28,49586.41,2000.0,536,Self-Employed,36,19531.35,0
40,92250.68,19455.04,679,Employed,48,0.0,0
55,60502.45,5838.73,757,Self-Employed,24,14173.52,0
27,63498.09,14568.36,743,Unemployed,36,15763.21,1
43,85219.74,23440.86,789,Employed,12,6751.78,0
30,65300.13,38736.34,452,Employed,24,13082.16,1
45,64125.85,8298.0,793,Employed,36,15516.17,0
31,70264.38,16647.14,710,Self-Employed,12,3381.97,0
64,89883.89,11486.17,541,Employed,36,17893.55,0
24,111162.33,10171.17,745,Self-Employed,36,14081.38,0
64,84637.16,11565.24,695,Employed,48,10929.18,0
56,90082.86,25416.6,714,Self-Employed,48,12734.5,0
59,65003.65,13607.5,770,Self-Employed,24,16950.35,0
59,52305.05,38243.81,719,Employed,12,28212.82,1
29,86349.66,21743.81,547,Unemployed,36,16269.62,1
62,74281.02,8909.9,667,Part-Time,24,17674.08,0
47,34434.28,14699.65,534,Employed,36,13354.69,0
64,61798.26,10783.38,738,Unemployed,36,25311.56,0
60,67927.57,25200.62,806,Part-Time,36,1738.05,0
47,57238.55,3250.98,568,Employed,36,0.0,0
37,107043.39,5931.44,620,Self-Employed,12,13071.23,0
26,81995.98,12676.08,601,Self-Employed,24,16621.0,0
25,104329.37,24146.52,639,Self-Employed,24,0.0,0
38,76585.63,29097.54,717,Unemployed,24,11975.95,1
57,72034.7,30424.88,640,Employed,48,10736.57,0
43,46585.05,22768.21,739,Employed,24,17209.11,0
42,70298.24,17253.99,776,Employed,24,15001.15,0
32,70326.35,25151.63,779,Part-Time,60,0.0,0
46,35822.15,7699.49,579,Employed,36,4439.6,0
49,56511.81,2000.0,805,Employed,24,6352.47,0
65,61917.94,21929.74,812,Employed,48,17172.62,0
53,80336.99,8948.89,820,Self-Employed,48,14622.52,0
48,81533.75,17412.24,666,Employed,60,7654.93,0
61,55467.04,19076.64,612,Employed,60,13011.83,0
40,81721.74,20233.08,591,Employed,48,4593.95,0
63,65448.03,26440.12,581,Employed,24,26347.47,0
37,18000.0,25488.68,681,Employed,36,16020.5,1
26,57882.45,19755.0,756,Employed,24,17503.24,0
39,96974.72,14021.86,798,Self-Employed,36,21637.68,0
26,27954.86,18969.86,636,Employed,60,19113.7,1
26,72817.28,12634.11,677,Employed,12,12220.68,0
60,109631.53,16232.14,671,Self-Employed,60,10705.25,0
56,50984.68,41563.56,623,Employed,36,21017.99,1
30,70053.73,19639.71,746,Employed,24,12185.75,0
58,37399.59,22052.21,713,Employed,60,6756.88,0
24,110680.78,11650.67,693,Employed,36,25766.43,0
33,67916.68,27180.66,712,Employed,36,5448.5,0
52,71165.67,24842.45,735,Unemployed,36,0.0,0
34,103857.51,24906.17,734,Employed,24,18949.43,0
53,86536.96,19934.02,605,Self-Employed,24,6881.28,0
60,48109.28,27307.71,761,Part-Time,48,15045.68,0
23,53818.05,29445.17,703,Employed,60,24720.48,0
22,82373.28,20547.89,641,Part-Time,48,2376.07,0
63,54396.97,16968.49,701,Employed,48,11713.59,0
44,18000.0,26051.14,711,Self-Employed,48,22383.86,1
43,68668.98,9862.87,777,Unemployed,12,16773.2,0
41,32994.68,11538.36,586,Employed,48,10741.25,0
40,110407.04,17520.3,799,Part-Time,48,28725.66,0
52,74419.69,2327.79,682,Employed,36,11332.78,0
47,47370.62,25448.36,634,Self-Employed,36,14778.12,0
28,52534.19,9333.78,632,Employed,48,23545.48,0
49,22765.06,13756.58,590,Employed,60,18866.04,1
51,42513.45,16080.48,523,Employed,60,21252.04,0
26,95408.08,18353.58,741,Unemployed,36,5703.22,0
37,125794.65,14907.12,850,Self-Employed,48,20597.22,0
56,88159.91,17393.66,534,Part-Time,36,13187.14,0
48,67698.94,17463.35,594,Employed,60,6779.55,0
27,59201.02,13976.72,748,Employed,36,13553.61,0
22,46087.6,11041.25,676,Employed,60,13331.72,0
47,121494.15,27733.27,755,Employed,60,25076.62,0
41,65281.28,2000.0,671,Employed,36,14669.07,0
64,122890.75,16148.56,628,Unemployed,60,6534.37,0
44,104837.99,13779.9,660,Part-Time,48,4920.01,0
62,26480.09,21769.12,466,Employed,24,11668.22,1
30,53351.19,4911.36,577,Employed,12,2575.44,0
41,53273.87,13501.93,765,Self-Employed,48,6992.51,0
27,68003.84,17078.76,787,Self-Employed,24,10290.66,0
46,68492.14,27630.66,807,Self-Employed,24,9046.8,0
29,144905.98,20989.66,720,Employed,36,17088.35,0
43,43069.3,7348.61,477,Employed,12,6835.21,0
36,75724.25,13612.71,623,Employed,36,0.0,0
29,85412.69,25974.46,799,Unemployed,48,199.59,0
25,69960.7,7193.03,826,Self-Employed,12,11875.27,0
44,72754.51,17292.2,803,Unemployed,36,7892.38,1
63,43879.78,17917.92,659,Employed,24,3343.3,0
29,72662.15,14527.95,562,Employed,60,25709.16,0
39,82784.97,42261.77,676,Employed,36,17801.25,0
31,78190.01,14285.42,681,Part-Time,48,11591.01,0
57,84255.02,22047.89,821,Employed,48,13633.08,0
39,105315.2,11103.29,701,Self-Employed,60,10144.01,0
64,93424.16,22749.73,682,Employed,36,3223.29,0
32,71782.37,25837.09,687,Employed,36,19215.04,0
24,40706.04,12708.32,716,Employed,12,17959.31,0
47,54999.87,17507.68,736,Employed,36,0.0,0
50,64509.22,9942.48,615,Part-Time,36,13585.03,0
65,76308.65,7700.37,585,Unemployed,36,14357.83,1
60,58041.68,27331.16,803,Self-Employed,24,9747.88,0
60,46606.67,13013.99,532,Employed,36,26680.86,0
49,40295.03,2000.0,827,Part-Time,36,25921.21,0
37,28720.56,33888.21,508,Employed,36,9357.44,1
40,64126.23,10781.14,627,Part-Time,48,10440.27,0
27,33258.36,15782.64,767,Part-Time,36,9618.11,0
40,44986.86,32768.16,680,Employed,36,7720.67,0
37,60152.45,16724.32,562,Employed,36,5554.68,0
22,36602.07,16529.97,718,Employed,48,15548.0,0
30,79493.8,6946.44,686,Employed,48,25730.09,0
45,88505.58,3286.5,661,Unemployed,24,22850.57,0
37,56264.32,16502.52,624,Self-Employed,24,17524.24,0
65,59074.32,21265.29,677,Employed,48,0.0,0
42,83435.74,20749.73,628,Employed,48,0.0,0
64,52150.12,13668.65,850,Part-Time,12,19449.14,0
50,50431.65,18182.32,658,Employed,36,23335.61,0
22,99912.46,2000.0,646,Employed,36,15876.14,0
30,92104.69,22141.5,631,Self-Employed,48,9860.94,0
52,85038.75,19452.65,840,Employed,24,21466.11,0
45,93141.12,35762.95,532,Employed,48,17275.16,0
34,20568.03,18067.32,712,Employed,48,19962.12,1
44,103845.89,9515.98,658,Employed,48,0.0,0
61,79801.55,17543.49,552,Part-Time,60,14403.38,0
38,95269.53,15049.8,606,Part-Time,36,24422.0,0
23,79679.04,21912.37,709,Unemployed,48,15692.14,1
34,71223.12,18242.03,602,Unemployed,48,18637.71,1
63,63117.27,6660.48,703,Employed,48,12254.61,0
55,79178.61,3278.31,836,Employed,36,12742.53,0
58,62206.3,20366.17,695,Self-Employed,24,21817.69,0
62,91696.9,30448.03,549,Employed,60,7311.48,0
26,30338.58,18714.13,604,Unemployed,12,6626.53,1
33,56460.6,25319.68,654,Employed,60,8652.5,0
23,121120.58,27115.28,648,Employed,24,12164.12,0
21,54347.99,20401.13,694,Self-Employed,36,729.38,0
58,64032.91,10669.58,708,Part-Time,60,17117.41,0
63,47935.48,19757.77,836,Self-Employed,48,10850.27,0
28,78396.14,28863.66,680,Self-Employed,36,17975.82,0
53,51593.38,22769.01,576,Employed,36,0.0,0
45,65359.73,24734.21,784,Self-Employed,24,18002.66,0
24,91221.66,13837.08,794,Self-Employed,12,21358.26,0
62,52530.91,16178.82,701,Employed,36,15069.83,0
60,89715.28,16931.45,658,Part-Time,36,12210.13,0
46,90555.73,17537.96,736,Employed,24,18056.42,0
52,96373.9,28511.62,661,Employed,36,20900.0,0
38,73513.52,2000.0,495,Unemployed,60,15660.49,1
56,151031.48,18274.84,731,Employed,48,16183.49,0
41,96363.34,17284.53,760,Self-Employed,36,23598.59,0
65,78121.94,5656.49,810,Employed,60,17328.1,0
23,48101.89,24045.9,614,Unemployed,36,6398.19,1
28,67573.52,11479.5,700,Employed,36,20866.49,0
64,105658.17,14786.71,702,Employed,36,11133.95,0
33,112738.37,34639.04,688,Part-Time,60,12232.98,0
34,106958.23,27089.76,690,Self-Employed,24,12748.16,0
56,89629.81,23170.38,683,Employed,24,18782.08,0
29,38608.49,21426.99,699,Employed,60,24241.97,0
44,82179.05,16517.88,747,Employed,48,12170.95,0
33,38964.94,35994.4,790,Unemployed,48,24118.83,1
29,32813.22,25219.51,612,Self-Employed,48,13152.12,1
64,75978.97,11254.05,664,Part-Time,48,21815.18,0
29,83079.99,5399.08,642,Unemployed,12,13389.03,1
25,92584.43,23101.54,629,Employed,48,8553.03,0
51,82428.41,17497.18,535,Self-Employed,24,25454.69,0
60,83289.65,5139.56,682,Self-Employed,24,7884.81,0
26,45383.69,21857.28,723,Part-Time,60,7416.34,0
52,67375.58,15578.76,666,Self-Employed,12,3207.72,0
45,32322.08,22775.98,679,Employed,12,20870.87,1
58,19915.77,21975.66,718,Unemployed,36,22524.13,1
26,88516.07,12525.62,807,Self-Employed,48,14611.91,0
64,51171.89,23695.6,642,Part-Time,60,5112.89,0
48,91812.46,13518.85,575,Employed,24,11952.55,0
58,97708.69,14104.06,672,Employed,36,9881.66,0
37,54517.07,13209.56,850,Self-Employed,48,4786.72,0
63,84757.78,28178.77,576,Part-Time,36,8577.76,0
49,53471.08,15474.85,739,Employed,24,15540.15,0
26,23853.03,30351.99,784,Employed,36,7763.82,1
62,73082.74,34051.36,467,Part-Time,36,14042.14,1
56,58228.15,11351.53,717,Unemployed,12,0.0,0
34,58997.77,2000.0,734,Employed,48,23754.27,0
45,119383.58,27400.59,656,Employed,24,9260.12,0
38,31853.58,14922.25,622,Employed,48,18091.74,0
45,79571.78,10204.32,627,Employed,48,13320.8,0
64,45129.82,12701.54,650,Employed,36,14817.49,0
61,92706.54,14266.68,653,Employed,48,4076.11,0
30,77460.78,29674.74,636,Self-Employed,12,6676.09,0
64,79483.61,19439.2,649,Employed,24,6835.03,0
40,46377.76,29552.39,787,Employed,36,12177.43,0
52,50860.3,22447.98,571,Unemployed,48,21283.09,1
55,93181.26,15216.92,523,Employed,48,15032.78,0
42,114269.94,14486.79,789,Part-Time,36,5697.62,0
41,82007.7,23054.48,663,Employed,48,12611.34,0
41,47564.48,25383.83,645,Part-Time,24,11435.56,0
59,78473.46,26971.13,670,Part-Time,12,9543.94,0
38,130686.8,15646.15,699,Employed,24,11892.08,0
33,72560.57,19576.85,633,Self-Employed,60,17345.98,0
37,106546.02,23256.36,726,Self-Employed,36,6960.52,0
29,51491.77,14544.31,593,Employed,36,9578.76,0
38,68947.85,7785.54,653,Part-Time,48,18874.85,0
26,85489.13,10743.56,481,Employed,12,15282.74,0
25,79933.21,15830.68,786,Employed,24,20953.78,0
53,50840.28,23959.86,664,Unemployed,12,22050.95,1
24,49762.06,29330.8,740,Employed,24,2476.21,0
46,94707.11,5795.58,723,Employed,36,14018.08,0
56,99788.77,12623.89,729,Employed,24,8444.3,0
53,107803.59,14779.24,679,Unemployed,48,3608.97,1
41,115098.26,25152.45,715,Employed,48,6475.65,0
29,73365.49,13247.01,593,Employed,60,9894.62,0
62,62220.02,14132.41,575,Self-Employed,24,9938.36,0
58,103774.77,5292.07,671,Part-Time,36,7751.78,0
48,87826.73,22350.67,619,Employed,12,11904.51,0
24,45438.62,16547.41,808,Unemployed,24,29126.52,1
22,44159.11,12113.59,714,Employed,36,0.0,0
35,82298.26,15664.38,616,Self-Employed,36,19960.24,0
28,65568.13,28142.96,656,Self-Employed,48,11871.38,0
59,69339.25,8956.02,692,Employed,48,8934.85,0
30,96813.33,10425.06,674,Part-Time,12,0.0,0
33,88975.93,29270.27,704,Self-Employed,60,17339.34,0
64,103246.83,18681.97,686,Employed,12,1913.23,0
57,21711.6,24027.79,555,Employed,60,17795.26,1
30,76334.95,21615.77,486,Employed,36,24189.32,0
38,87367.21,17681.99,646,Part-Time,12,3020.37,0
